Order_ID,Customer_ID,ZIP_Code,Account_Age_Days,Past_Purchases,Past_Returns,Product_ID,Category,Price,Discount_Percentage,Shipping_Method,Carrier,Order_Date,Delivery_Date,Size_Ordered,Bought_Two_Sizes,Review_Score,Return_Reason,Is_Returned
ORD_000074,CUST_00521,49363,1920,99,19,PROD_3293,Toys,55.64,0,Next Day,DHL,2023-10-20,2023-10-22,,0,5,,0
ORD_000075,CUST_00569,98184,1106,20,2,PROD_1104,Books,130.25,0,Express,FedEx,2023-10-20,2023-10-22,,0,4,,0
ORD_000076,CUST_00601,25906,1527,69,16,PROD_1990,Electronics,47.06,15,Express,UPS,2022-03-11,2022-03-14,,0,4,,0
ORD_000077,CUST_00218,12757,1139,70,2,PROD_7739,Books,114.75,30,Express,DHL,2023-05-10,,,0,1,,0
ORD_000078,CUST_01896,16980,1070,47,13,PROD_2578,Footwear,76.6,20,Express,USPS,2023-07-03,2023-07-08,S,0,4,,0
ORD_000079,CUST_01780,60667,750,15,3,PROD_7112,Books,167.24,0,Economy,USPS,2023-06-24,2023-07-04,,0,5,,0
ORD_000080,CUST_01373,17936,940,10,1,PROD_2531,Electronics,244.21,0,Economy,UPS,2023-12-15,2023-12-23,,0,4,,0
ORD_000081,CUST_01498,22219,1464,92,21,PROD_2562,Home & Kitchen,13.58,15,Standard,FedEx,2022-02-27,2022-03-05,,0,5,,0
ORD_000082,CUST_01132,29936,1805,82,4,PROD_9897,Electronics,51.15,10,Next Day,BlueDart,2022-08-05,2022-08-08,,0,4,Changed mind,1
ORD_000083,CUST_00941,19838,1065,84,16,PROD_4939,Clothing,69.16,20,Standard,BlueDart,2022-08-01,2022-08-10,XS,0,4,,0
ORD_000084,CUST_01093,76616,127,4,0,PROD_9204,Toys,11.93,0,Next Day,USPS,2023-07-08,2023-07-10,,0,5,,0
ORD_000085,CUST_00644,64377,123,30,6,PROD_6347,Clothing,123.76,50,Express,UPS,2023-03-24,2023-03-28,L,0,1,Received wrong item,1
ORD_000086,CUST_01899,59015,90,54,1,PROD_7227,Home & Kitchen,6.29,50,Next Day,USPS,2022-08-22,2022-08-26,,0,2,,0
ORD_000087,CUST_01160,59808,1058,9,0,PROD_7383,Beauty,13.5,0,Express,FedEx,2022-09-10,2022-09-13,,0,3,,0
ORD_000088,CUST_00450,64040,482,87,10,PROD_8353,Clothing,5.0,0,Economy,DHL,2022-11-12,2022-11-20,XS,0,4,,0
ORD_000089,CUST_01428,57453,1690,92,22,PROD_1202,Clothing,35.07,50,Economy,FedEx,2022-01-27,2022-02-06,M,0,3,Defective product,1
ORD_000090,CUST_01179,31805,1976,49,11,PROD_5405,Toys,88.73,0,Standard,UPS,2023-07-27,2023-08-01,,0,3,,0
ORD_000091,CUST_01028,96846,1923,80,6,PROD_5040,Clothing,15.39,0,Economy,DHL,2022-06-21,2022-06-30,M,0,5,,0
ORD_000092,CUST_01517,88696,844,82,6,PROD_6443,Books,10.06,20,Express,DHL,2022-07-20,2022-07-22,,0,5,,0
ORD_000093,CUST_01030,82102,1490,52,5,PROD_3230,Beauty,25.01,50,Economy,DHL,2022-12-04,2022-12-14,,0,3,,0
ORD_000094,CUST_00896,24953,219,60,6,PROD_5775,Toys,20.66,15,Economy,DHL,2022-07-25,2022-08-03,,0,5,,0
ORD_000095,CUST_01648,25096,699,92,1,PROD_2865,Books,11.94,15,Economy,UPS,2024-03-11,2024-03-20,,0,5,,0
ORD_000096,CUST_00909,21164,714,86,17,PROD_8183,Books,12.08,5,Express,BlueDart,2022-07-04,2022-07-09,,0,5,,0
ORD_000097,CUST_01378,69600,1148,85,5,PROD_7932,Clothing,24.87,5,Next Day,DHL,2024-04-18,2024-04-20,M,0,5,Quality issues,1
ORD_000098,CUST_01530,82910,1669,20,3,PROD_2392,Home & Kitchen,19.69,30,Next Day,DHL,2023-08-20,2023-08-22,,0,2,,1
ORD_000099,CUST_01911,28035,1488,38,4,PROD_8052,Footwear,81.38,20,Express,BlueDart,2022-06-20,2022-06-26,M,0,2,Not as described,1
ORD_000100,CUST_00252,56438,678,29,3,PROD_9199,Books,9.86,25,Standard,BlueDart,2024-02-04,2024-02-12,,0,3,,0
ORD_000101,CUST_00688,96900,881,82,14,PROD_3321,Home & Kitchen,128.31,0,Next Day,USPS,2022-04-18,2022-04-20,,0,3,,0
ORD_000102,CUST_01325,89964,1445,30,5,PROD_8412,Beauty,120.63,25,Next Day,BlueDart,2022-07-31,2022-08-03,,0,3,,0
ORD_000103,CUST_00909,21164,714,86,17,PROD_3692,Beauty,61.55,0,Express,FedEx,2023-12-29,2024-01-02,,0,5,,0
ORD_000104,CUST_01052,67939,1853,31,0,PROD_4798,Books,145.11,25,Standard,BlueDart,2022-06-28,2022-07-06,,0,5,,0
ORD_000105,CUST_00160,75612,809,40,10,PROD_4232,Electronics,87.17,50,Next Day,DHL,2023-10-18,,,0,4,,0
ORD_000106,CUST_00510,97900,1157,6,0,PROD_9796,Clothing,33.96,0,Standard,UPS,2023-12-23,2023-12-30,XL,0,3,,0
ORD_000107,CUST_01159,79942,1842,17,1,PROD_7367,Home & Kitchen,31.39,15,Next Day,USPS,2022-04-27,2022-05-01,,0,4,,0
ORD_000108,CUST_00367,44760,1705,94,13,PROD_3194,Footwear,36.21,10,Standard,DHL,2022-12-27,2023-01-03,XL,0,3,,0
ORD_000109,CUST_01255,38705,1199,98,12,PROD_7931,Clothing,9.23,50,Standard,USPS,2022-07-07,2022-07-14,S,0,3,,0
ORD_000110,CUST_01473,24996,1575,70,6,PROD_6154,Toys,33.42,0,Standard,UPS,2023-10-23,2023-10-28,,0,5,,0
ORD_000111,CUST_00790,45179,1849,71,16,PROD_9281,Beauty,262.31,30,Next Day,FedEx,2023-01-03,2023-01-05,,0,4,,0
ORD_000112,CUST_00692,66179,1728,75,11,PROD_4613,Home & Kitchen,66.28,0,Next Day,DHL,2023-03-02,2023-03-05,,0,3,,0
ORD_000113,CUST_00253,65519,347,76,4,PROD_9369,Books,38.14,30,Next Day,UPS,2022-10-23,2022-10-25,,0,2,Quality issues,1
ORD_000114,CUST_00335,15209,176,93,23,PROD_4580,Beauty,59.91,30,Express,BlueDart,2023-01-11,2023-01-16,,0,5,,1
ORD_000115,CUST_00343,51467,1693,46,0,PROD_8193,Beauty,46.18,0,Express,USPS,2022-09-11,2022-09-15,,0,5,,0
ORD_000116,CUST_00133,30969,1866,59,10,PROD_3719,Beauty,63.91,20,Economy,UPS,2022-08-31,2022-09-10,,0,4,,0
ORD_000117,CUST_01695,70811,788,95,19,PROD_3758,Beauty,71.57,30,Economy,FedEx,2022-07-31,2022-08-10,,0,3,,0
ORD_000118,CUST_00184,17592,796,38,10,PROD_3078,Footwear,167.49,0,Express,USPS,2023-08-10,2023-08-14,M,0,5,Not as described,1
ORD_000119,CUST_00169,36071,128,80,14,PROD_7786,Toys,13.61,10,Next Day,UPS,2022-11-26,2022-11-29,,0,4,Defective product,1
ORD_000120,CUST_01677,35415,1924,4,0,PROD_1040,Home & Kitchen,99.67,15,Economy,USPS,2023-06-12,2023-06-22,,0,5,,0
ORD_000121,CUST_01306,80329,1276,27,6,PROD_4470,Clothing,22.56,20,Economy,DHL,2024-01-19,2024-01-29,S,0,4,Changed mind,1
ORD_000122,CUST_00432,15482,779,84,19,PROD_1752,Footwear,120.36,15,Standard,BlueDart,2023-07-15,2023-07-23,XXL,0,2,,0
ORD_000123,CUST_01163,73956,711,2,0,PROD_4314,Home & Kitchen,58.57,20,Standard,FedEx,2022-01-17,2022-01-22,,0,5,,0
ORD_000124,CUST_01836,88282,1454,14,1,PROD_2350,Toys,43.63,10,Economy,UPS,2022-11-06,2022-11-15,,0,4,,0
ORD_000125,CUST_01223,87014,779,38,8,PROD_2494,Electronics,117.32,20,Economy,DHL,2022-02-23,2022-03-03,,0,5,Received wrong item,1
ORD_000126,CUST_00835,50135,1306,36,9,PROD_2975,Clothing,23.83,0,Standard,BlueDart,2022-05-16,2022-05-24,XS,0,5,,0
ORD_000127,CUST_00164,91959,532,77,9,PROD_2690,Electronics,49.08,0,Standard,FedEx,2023-05-05,2023-05-12,,0,3,,0
ORD_000128,CUST_00567,22240,1022,1,0,PROD_3688,Electronics,13.71,0,Standard,UPS,2023-01-27,2023-02-03,,0,4,,0
ORD_000129,CUST_00208,95180,778,13,1,PROD_2420,Toys,8.37,5,Next Day,UPS,2024-02-06,2024-02-08,,0,5,,0
ORD_000130,CUST_01614,49507,314,85,6,PROD_2380,Clothing,31.32,0,Economy,DHL,2023-08-27,2023-09-05,S,0,3,,0
ORD_000131,CUST_00650,18161,941,76,15,PROD_4366,Toys,13.1,10,Express,USPS,2023-09-15,2023-09-20,,0,4,,0
ORD_000132,CUST_01607,15952,54,7,1,PROD_7322,Toys,28.56,25,Express,USPS,2023-02-06,2023-02-09,,0,2,,0
ORD_000133,CUST_00330,25713,984,27,3,PROD_7337,Books,195.32,0,Express,BlueDart,2022-03-14,2022-03-19,,0,5,,0
ORD_000134,CUST_01939,69914,739,17,1,PROD_5295,Footwear,30.65,0,Next Day,UPS,2023-07-14,2023-07-15,XL,1,3,,0
ORD_000135,CUST_00437,37535,592,80,22,PROD_7939,Beauty,32.54,20,Economy,BlueDart,2023-02-12,2023-02-24,,0,5,Quality issues,1
ORD_000136,CUST_01086,41946,132,28,7,PROD_4329,Books,61.09,30,Economy,UPS,2023-09-23,2023-10-01,,0,5,Changed mind,1
ORD_000137,CUST_00773,23833,91,36,4,PROD_1948,Home & Kitchen,24.42,5,Economy,FedEx,2023-08-24,2023-09-03,,0,3,,0
ORD_000138,CUST_01371,94518,814,4,0,PROD_3248,Clothing,29.11,0,Express,BlueDart,2023-04-10,2023-04-16,XS,1,5,Wrong size,1
ORD_000139,CUST_00214,42493,1213,60,3,PROD_1480,Footwear,20.09,10,Economy,BlueDart,2023-06-20,2023-06-30,XXL,0,3,,0
ORD_000140,CUST_00501,60488,1996,49,8,PROD_1908,Books,34.19,15,Express,USPS,2022-03-07,2022-03-12,,0,4,,0
ORD_000141,CUST_00820,41635,663,80,9,PROD_1042,Footwear,63.48,0,Express,USPS,2022-06-11,2022-06-16,S,0,1,,0
ORD_000142,CUST_00504,43386,991,36,9,PROD_1579,Electronics,42.63,0,Economy,DHL,2022-02-17,2022-02-25,,0,4,,0
ORD_000143,CUST_00069,46434,43,88,15,PROD_5444,Toys,21.45,15,Standard,DHL,2023-11-03,2023-11-09,,0,5,,0
ORD_000144,CUST_01660,67104,1424,60,17,PROD_8620,Clothing,52.77,0,Standard,FedEx,2023-05-30,2023-06-06,L,1,5,,0
ORD_000145,CUST_00238,38080,219,64,16,PROD_5979,Footwear,100.68,5,Next Day,FedEx,2022-12-02,,M,0,5,,0
ORD_000146,CUST_01727,20057,852,76,17,PROD_7718,Footwear,29.94,5,Standard,DHL,2023-08-29,2023-09-05,S,1,1,Wrong size,1
ORD_000147,CUST_01704,52363,608,20,4,PROD_6038,Toys,10.3,20,Economy,FedEx,2024-05-09,,,0,2,,0
ORD_000148,CUST_00052,20328,592,53,12,PROD_2524,Electronics,50.27,10,Express,DHL,2023-03-06,2023-03-08,,0,1,Quality issues,1
ORD_000149,CUST_00448,31299,989,82,23,PROD_2565,Home & Kitchen,28.26,50,Next Day,USPS,2023-12-19,2023-12-21,,0,4,,0
ORD_000150,CUST_01105,86011,1388,99,23,PROD_5778,Home & Kitchen,5.98,5,Express,BlueDart,2022-03-18,2022-03-22,,0,3,,0
ORD_000151,CUST_01794,96787,523,79,10,PROD_4321,Beauty,41.31,0,Economy,USPS,2023-02-07,2023-02-16,,0,2,,0
ORD_000152,CUST_01435,90623,694,70,14,PROD_4401,Clothing,97.13,20,Standard,FedEx,2022-06-09,2022-06-15,XS,0,4,,0
ORD_000153,CUST_01029,62488,800,54,10,PROD_1660,Beauty,15.03,50,Standard,FedEx,2022-05-03,2022-05-09,,0,3,,0
ORD_000154,CUST_01906,51770,160,52,1,PROD_5262,Electronics,12.93,10,Economy,UPS,2022-04-04,2022-04-12,,0,5,Received wrong item,1
ORD_000155,CUST_01094,27892,1903,40,2,PROD_2989,Beauty,46.2,0,Standard,BlueDart,2023-04-09,2023-04-16,,0,1,,0
ORD_000156,CUST_01370,81364,358,4,0,PROD_5240,Electronics,32.36,0,Next Day,UPS,2022-05-14,2022-05-17,,0,5,Defective product,1
ORD_000157,CUST_01978,43246,401,41,0,PROD_1699,Electronics,53.83,0,Standard,DHL,2023-10-24,2023-10-30,,0,5,Quality issues,1
ORD_000158,CUST_01887,77286,394,35,3,PROD_3831,Home & Kitchen,184.55,20,Next Day,DHL,2024-04-21,,,0,4,,0
ORD_000159,CUST_01284,79579,1763,21,3,PROD_5835,Footwear,31.05,50,Standard,DHL,2022-10-14,,XL,0,4,,0
ORD_000160,CUST_00310,81066,309,34,7,PROD_9614,Home & Kitchen,54.66,5,Economy,FedEx,2022-03-04,2022-03-13,,0,3,,0
ORD_000161,CUST_00911,25525,202,2,0,PROD_9921,Books,53.81,25,Next Day,FedEx,2024-03-24,2024-03-26,,0,5,,0
ORD_000162,CUST_01701,94278,790,97,27,PROD_4588,Books,63.38,15,Next Day,USPS,2023-05-30,2023-06-01,,0,1,,0
ORD_000163,CUST_00899,74454,1561,27,6,PROD_4951,Footwear,19.88,0,Economy,DHL,2022-03-01,2022-03-09,XS,0,3,,0
ORD_000164,CUST_01770,88366,1417,1,0,PROD_4875,Toys,45.24,0,Next Day,UPS,2022-02-27,2022-02-28,,0,4,,0
ORD_000165,CUST_00323,34356,216,46,2,PROD_3328,Toys,6.79,50,Express,BlueDart,2023-01-03,2023-01-08,,0,4,Received wrong item,1
ORD_000166,CUST_00955,40595,119,82,9,PROD_4811,Books,39.61,0,Next Day,UPS,2022-11-13,,,0,4,Received wrong item,1
ORD_000167,CUST_00737,89593,442,48,4,PROD_3420,Clothing,7.79,0,Standard,BlueDart,2022-12-06,2022-12-14,M,1,4,,0
ORD_000168,CUST_01636,67176,356,23,5,PROD_2655,Beauty,62.01,20,Economy,BlueDart,2022-04-24,2022-05-05,,0,3,,0
ORD_000169,CUST_00135,65333,1910,88,10,PROD_6846,Electronics,57.93,30,Next Day,DHL,2024-01-20,2024-01-21,,0,3,,0
ORD_000170,CUST_01265,22735,777,59,14,PROD_7415,Electronics,6.1,0,Economy,USPS,2023-01-23,2023-02-03,,0,5,,0
ORD_000171,CUST_01959,34551,1010,61,9,PROD_2705,Books,5.0,5,Economy,UPS,2022-02-03,2022-02-13,,0,5,,1
ORD_000172,CUST_00048,70217,219,37,9,PROD_4435,Clothing,117.92,15,Economy,USPS,2022-09-01,2022-09-10,L,1,3,Wrong size,1
ORD_000173,CUST_00868,48829,1840,67,12,PROD_3725,Footwear,24.93,25,Express,FedEx,2024-03-16,,XXL,0,5,,0
ORD_000174,CUST_01488,65936,44,31,2,PROD_4695,Home & Kitchen,128.94,50,Next Day,BlueDart,2022-12-26,2022-12-30,,0,3,Defective product,1
ORD_000175,CUST_01384,88269,363,4,0,PROD_3636,Footwear,7.76,15,Economy,USPS,2022-01-21,2022-01-30,S,0,5,,0
ORD_000176,CUST_01473,24996,1575,70,6,PROD_3573,Clothing,168.55,0,Next Day,BlueDart,2022-12-13,2022-12-17,XL,0,2,Not as described,1
ORD_000177,CUST_01095,19150,827,17,2,PROD_2571,Home & Kitchen,198.02,5,Economy,BlueDart,2023-12-15,2023-12-26,,0,1,,0
ORD_000178,CUST_01326,39015,1079,39,10,PROD_5825,Beauty,177.69,0,Express,UPS,2023-05-18,2023-05-21,,0,5,,0
ORD_000179,CUST_00075,56566,1393,71,11,PROD_2342,Home & Kitchen,7.34,10,Express,FedEx,2022-07-24,2022-07-28,,0,4,Received wrong item,1
ORD_000180,CUST_01168,40771,1566,10,1,PROD_7078,Home & Kitchen,168.96,0,Express,USPS,2023-05-16,2023-05-20,,0,5,,0
ORD_000181,CUST_01540,98470,1858,37,2,PROD_2009,Home & Kitchen,12.34,10,Next Day,USPS,2022-02-15,2022-02-17,,0,3,,0
ORD_000182,CUST_01513,97207,579,73,4,PROD_7342,Clothing,7.38,5,Next Day,USPS,2022-03-29,2022-04-02,XL,1,5,Wrong size,1
ORD_000183,CUST_00429,29410,499,50,13,PROD_1568,Books,52.55,20,Standard,DHL,2023-12-05,2023-12-10,,0,4,,0
ORD_000184,CUST_01151,44737,696,52,5,PROD_3738,Beauty,20.44,0,Standard,BlueDart,2023-08-09,2023-08-17,,0,5,,0
ORD_000185,CUST_01575,88148,1484,17,4,PROD_3422,Electronics,39.01,5,Express,DHL,2022-02-13,2022-02-16,,0,5,,1
ORD_000186,CUST_00362,23104,910,77,3,PROD_5525,Beauty,72.47,15,Next Day,FedEx,2022-03-10,2022-03-13,,0,4,,0
